Job Title,Location,Date Posted,Description,Responsibilities,Minimum Qualifications,Preferred Qualifications,Apply Link
"Director, Engineering","Bangalore, IND",Posted 33 days ago,Summary:,"Lead, drive and execute on our strategy for delivering enterprise systems
Identify new opportunities for the larger organization and influence the appropriate people for staffing/prioritizing these new ideas
Lead long term technical vision and roadmap for large enterprise-wide efforts
Collaborate with various functions, drive engineering initiatives and have an impact at an organizational level
Lead teams that deliver on multiple projects of increasing dependencies in an ambiguous or high-impact area.
Work effectively with cross functional partners and stakeholders to set and achieve optimal outcomes.
Measure the impact of team and set clear expectations and goals.
Hire, build and manage engineering teams that deliver on multiple projects of increasing dependencies
Requires a Bachelor’s degree in Computer Science, Computer Software, Engineering, Applied Sciences, Mathematics, Physics, or related field, followed by ten+ years of progressive, post baccalaureate work experience in the job offered or in a computer-related occupation
Be a subject matter expert in at least one specific domain (examples: recruiting, people, finance, supply chain).
Experience building large scale enterprise software systems from the ground up
Experience as a great collaborator, experience building models & processes for aligning work across large teams, experience building the relationships needed to cut through obstacles and quickly resolve problems.
Requires ten years of experience in the following:
1. Coding in one of the following languages: C++, C#, Java, Javascript, Python, or PHP
2. Management experience with technical teams, and as a technical lead
3. Designing and developing distributed systems
4. Building enterprise systems across Finance, Supply Chain or HR
5. Defining and managing software projects, and making data-driven decisions
Experience setting up and leading an engineering office",N/A,N/A,https://rr.jobsyn.org/B8A6789659FA48879E6D50C91766A48410
Software Engineering Manager - Host Networking,"Bangalore, IND",Posted 33 days ago,Summary:,"Build the team of Software Engineers on site
Own and deliver programs with the team
Support Software Engineers through design and implementation tasks
Coach and provide career development support
Actively manage performance issues where needed
Collaborate with Cross Functional partners and External Vendors
Support team through conflict resolution
Bachelor of Science in Computer Science/Engineering or related areas and 10+ years of Experience, with at least 5 of them in Management roles
Experience building a team from ground up
Experience working with Cross Functional teams across geographies
Working knowledge in delivering complex infrastructure products in embedded space
Technical proficiency in at least one or more: Embedded systems, Operating Systems (especially Linux Kernel), Networking, Firmware for Server or Infrastructure products
Project Management Skills
Experience with Network Interface Cards (Ethernet Adapters)
Experience with one or more Transport protocols such as RDMA/RoCE or TCP, and related congestion management strategies
Familiarity with Lab bringup and Software and Hardware integration activities
Experience supporting deployment of infrastructure products in large scale environment",N/A,N/A,https://rr.jobsyn.org/C360A3B221504FC99FF647292B5B038210
"Software Engineer, Product","Bangalore, IND",Posted 33 days ago,Summary:,"Full stack web/mobile application development with a variety of coding languages
Create products and features using internal programming language Hack
Implement web or mobile interfaces using XHTML, CSS, and JavaScript
Work closely with our product management and design teams to define feature specifications and build the next generation of products leveraging frameworks such as React and React Native
Work closely with operations and infrastructure to build and scale back-end services
Build report interfaces and data feeds
Complete large features (each with many tasks) and responsible of areas in the system independently without guidance
Proactively identify and drive changes as needed for assigned codebase, product area and/or systems
5+ years of demonstrated experience driving change within an organization and leading complex technical projects
5+ years of experience building large-scale infrastructure applications
5+ years of experience building maintainable and testable code bases, including API design and unit testing techniques
5+ years of experience working with relational databases and SQL
Experience with C, C++, Java, C# or other relevant coding languages
Experience in leading people towards a common goal
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience with scripting languages such as Python, Javascript or Hack",N/A,N/A,https://rr.jobsyn.org/E6CBF643EF7C41A99F0DC456352D0D1D10
"Asic Engineer, EDA Infrastructure","Bangalore, IND",Posted 33 days ago,Summary:,"Front End implementation flow development and support
Internal tools development and automation to help improve productivity across ASIC design cycles including but not limited to RTL generation tools, memory selection automation, register generation, filelist generation
Manage the internal EDA license requests, installation and license forecast as well as EDA tool installation and maintenance
Work with internal infrastructure team on compute grid, storage management and job scheduling architecture, efficiency and maintenance
Work with internal infrastructure team on adapting Meta infrastructure to ASIC design solutions, including but not limited to Source Control Management, Continuous Integration, data management and reporting
RTL2GDS flow development and support
Physical Design implementation flow development and support
Knowledge of front-end and back-end ASIC tools and flows
Experience with RTL design using SystemVerilog or other HDL
Experience with EDA tools and scripting languages (Python, Tcl) used to build tools and flows for complex environments
Experience with ASIC EDA infrastructure (compute, storage, job scheduling) management, maintenance and support
Experience with developing and supporting solutions for ASIC design environment and infrastructure
Experience with communicating across functional internal teams and with vendors
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience setting up EDA infrastructure from scratch
User experience and customer oriented solutions",N/A,N/A,https://rr.jobsyn.org/34C9C36211134E03B16A4155CDAB11E610
Design Verification Engineering Manager,"Bangalore, IND",Posted 33 days ago,Summary:,"Partner with internal and external cross-functional teams, across all levels of a corporation, from executives, team managers and individual contributors including development engineers, capacity planners and supply chain experts
Contribute to and drive development of and maintain overall silicon strategy aligned to corporation's Long Range Plan objectives
Collaborate with IP development teams, and participate in, and support soft and hard IP identification, selection and IP licensing
Build, lead, and support a team of ASIC engineers through hiring, training, and guidance to drive on-time and on-budget product delivery
Contribute to, analyze, review SOWs from vendors, supporting documentation, requirements sets that meet the needs of internal customers
Support engineering teams to define, debug, implement and deliver total solutions around purpose built ASICs
Define, implement and maintain key performance indicators (KPI) for areas of responsibility
Partner with technical program management and supply chain team members to manage external development partners, suppliers and vendors
Support managers supporting design verification team
B.S. or M.S. degree in Computer Engineering or Electrical Engineering, relevant technical field, or equivalent practical experience
12+ years experience in ASIC/SoC design verification
8+ years of experience as a People Manager, leading people managers and senior ICs.
Clear understanding of complexities involved with various design verification tools, including Synopsys VCS or Cadence Xcelium Simulator, Verdi, JasperGold or VC Formal
Track record of first-pass success in ASIC Development
Experience working across multiple projects and adjusting priorities in partnership with stakeholders
Experience managing and delivering UVM constrained random test benches
Experience with interpreting functional specs and creating comprehensive test plan
Experience managing managers who are supporting small/mid size teams
Hands-on experience with complex subsystems like memory, LPDDR, HBM, cache, PCIe, or network-on-chip including performance verification
In depth knowledge of at least one of these areas - video coding standards, signal processing algorithms, neural networks and machine learning concepts, and/or other neural network development framework
Experience in formal verification techniques and methodologies",N/A,N/A,https://rr.jobsyn.org/2FFE50EBF6994D49AE3A9DCFBBFDA8C210
"Software Engineering Manager, Machine Learning","Bangalore, IND",Posted 37 days ago,Summary:,"Lead teams that deliver on multiple projects of increasing dependencies in an ambiguous or high-impact area
Work with your team and cross-functional partners to define and influence strategy
Drive roadmap creation and execution
Collaborate with various functions, drive engineering initiatives and have an impact at an organizational level
Participate in technical design
Measure the impact of your team and set clear expectations and goals
Work effectively with cross-functional partners and stakeholders to set and achieve optimal outcomes
Partner with leadership to influence and drive organization design, contribution and prioritization
5+ years of software engineering work experience, including hands-on technical management building large scale systems, algorithms, and toolsets within the Machine Learning domain
5+ years experience coding in one of the following languages: C++, Java, Python and/or PHP
BS / MS in Computer Science or related discipline (In lieu of degree, 4+ years work experience)
Demonstrated experience recruiting and managing technical teams, including performance management
Be both highly technical and an effective people manager
Experience supporting machine learning teams
Be a subject matter expert in an ML domain
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.",N/A,N/A,https://rr.jobsyn.org/ED16AB7DC4A9440ABE0B3EAFB4F34F7B10
"Software Engineer, Machine Learning","Bangalore, IND",Posted 37 days ago,Summary:,"Leading projects or small teams of people to help them unblock, advocating for ML best practices
Adapt standard machine learning methods to best exploit modern parallel environments (e.g. distributed clusters, multicore SMP, and GPU)
Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models
Suggest, collect and synthesize requirements and create effective feature roadmaps
Code deliverables in tandem with the engineering team
6+ years of experience in software engineering or a relevant field. 3+ years of experience if you have a PhD
2+ years of experience in one or more of the following areas: machine learning, recommendation systems, pattern recognition, data mining, artificial intelligence, or a related technical field
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience
Experience with scripting languages such as Python, Javascript or Hack
Experience with developing machine learning models at scale from inception to business impact
Knowledge developing and debugging in C/C++ and Java, or experience with scripting languages such as Python, Perl, PHP, and/or shell scripts
Experience building and shipping high quality work and achieving high reliability
Track record of setting technical direction for a team, driving consensus and successful cross-functional partnerships
Experience improving quality through thoughtful code reviews, appropriate testing, proper rollout, monitoring, and proactive changes
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Masters degree or PhD in Computer Science or another ML-related field
Exposure to architectural patterns of large scale software applications
Experience with scripting languages such as Pytorch and TensorFlow",N/A,N/A,https://rr.jobsyn.org/8E0D9B8C9ABB4DB0A4725F8F66BBE28110
"Software Engineer, Product","Bangalore, IND",Posted 37 days ago,Summary:,"Full stack web/mobile application development with a variety of coding languages
Create products and features using internal programming language Hack
Implement web or mobile interfaces using XHTML, CSS, and JavaScript
Work closely with our product management and design teams to define feature specifications and build the next generation of products leveraging frameworks such as React and React Native
Work closely with operations and infrastructure to build and scale back-end services
Build report interfaces and data feeds
Complete medium to large features (each with many tasks) independently without guidance
Proactively identify and drive changes as needed for assigned codebase, product area and/or systems
2+ years of programming experience in a relevant language
2+ years relevant experience building large-scale applications or similar experience
2+ years experience designing and completing medium to large features independently without guidance
2+ years experience identifying and driving changes to applications as needed
Experience with C, C++, Java, C# or other relevant coding languages
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience with scripting languages such as Python, Javascript or Hack",N/A,N/A,https://rr.jobsyn.org/3F3DE323C8BC477EBC5A56A20A98102710
"Software Engineer, Machine Learning","Bangalore, IND",Posted 37 days ago,Summary:,"Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rule-based models
Suggest, collect and synthesize requirements and create effective feature roadmap
Code deliverables in tandem with the engineering team
Adapt standard machine learning methods to best exploit modern parallel environments (e.g. distributed clusters, multicore SMP, and GPU)
2+ years of programming experience in a relevant programming language
2+ years of hands-on experience in one or more of the following areas: machine learning, recommendation systems, pattern recognition, data mining or artificial intelligence
2+ years relevant experience using frameworks such as PyTorch, TensorFlow or equivalent
Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta
Proven experience to translate insights into business recommendations
Experience with scripting languages such as Python, Javascript or Hack
Experience building and shipping high quality work and achieving high reliability
Successful candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location.
Exposure to architectural patterns of large scale software applications
PhD degree or research focused Master degree in ML areas",N/A,N/A,https://rr.jobsyn.org/B0974508E55E4C4894969EF14CDEF21D10
"Software Engineer (Leadership), Host Networking","Bangalore, IND",Posted 38 days ago,Summary:,"Own design and architecture of Drivers and Firmware for NICs supporting AI workloads
Collaborate with ASIC and HW teams, and external partners in building infrastructure scale embedded solutions
Mentor team members who will also work on building driver and firmware software
Work with cross functional teams through releasing software to production and supporting them
Help build roadmap for our solutions and the team
Bachelor's degree in Computer Science/Engineering or relevant technical field and 10+ years of experience
Proficiency in coding in C/C++
Experience building driver and/or firmware for embedded infrastructure sytems running Linux
Experience with RDMA/RoCE and/or TCP stack for Linux
Experience with Hardware Bringup
Experience developing Drivers and/or Firmware for Networking stack in Linux, preferably for NICs
Experience with Congestion control for RDMA/RoCE networks
Experience with simulation environments with Qemu and/or emulation environments
Working knowledge of Collectives (XCCL) and GPU direct for AI workloads",N/A,N/A,https://rr.jobsyn.org/3384890E73104E0A9418C2C94FA04D4410
"ASIC Engineer, Host & Userspace, Infra Silicon Enablement","Bangalore, IND",Posted 45 days ago,Summary:,"Work across all aspects of silicon lifecycle, from early architecture and design inputs, to pre-silicon validation, to bring-up and post-silicon to deployment in the fleet, focused on application performance and reliability.
Design and implement userspace drivers (and/or Firmware) for (network) ethernet adapter functions and AI accelerator functions.
Work directly with the design & verification team to enable a comprehensive pre and post-silicon test plan.
Develop functional, stress, and performance tools for Meta custom ASICs.
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
5+ years of experience in hands-on SW/FW/HW/ASIC Engineering.
Experience in development with C/C++
Experience with Linux server systems or network devices (routers, switches, load balancers).
Proven troubleshooting, debug and analytics experience across Product Lifecycle.
Experience working with internal and external partners for device integration and systems development.
Experience in ASIC Design, Development, or Validation (Silicon bringup, validation, emulation, etc.)
Experience with VFIO, DPDK, SPDK, or other userspace driver frameworks.
Experience with Linux Kernel, especially drivers and network stack.
Working knowledge of transport stack, particularly RDMA (RoCEv2)
Experience in Python
Experience with distributed computing environments such as MPI or PyTorch Distributed.
Experience with performance and debugging tools.",N/A,N/A,https://rr.jobsyn.org/6B1E98466406419792A229BF82E0AB6510
Business Messaging Specialist,"Gurgaon, IND",Posted 45 days ago,Summary:,"Develops compelling, value-proposition presentations (e.g. with the use of business cases) and specialized business plans for customers that drive business outcomes. Demonstrates thought leadership and presents business plans to customers to generate new opportunities.
Builds relationships with CXO/decision makers across business, technical, customer experience, marketing etc. to gain mindshare on WhatsApp as a strategic platform.
Develops a comprehensive understanding of customer's business needs and strategies and offers solutions on WhatsApp as a platform. Creates trust to influence for impact and acts as a trusted advisor to help the customer transform their business.
Develops strategies to manage pipelines and meet sales goals by reviewing forecasts, assessing and mitigating risks, and ensuring strategy alignment with business priorities. Leverages available solutions as well as engages partners to build new solutions for customers as per the business priorities of customers.
Actively seeks customer feedback (both formal and informal) of assigned accounts regarding ways to identify and understand the drivers of satisfaction and/or dissatisfaction. Engages Support & Engineering teams to address issues, determine the root cause of problems, remove blockers, and improve the customer's overall experience.
Work with client facing teams and cross-functional colleagues to gather client feedback to help influence product decisions Provides feedback to product and engineering teams to identify product gaps that can help open new, large markets
Work with in-market global Messaging teams to craft high impact scalable programs to deepen client relationships and drive incremental revenue growth. Delivers training and builds global playbooks/guides for clients regarding best practices around product implementation and solutions success. Work with Meta Leadership and cross-functional teams to develop strategies to scale client facing activities
Experience of sales and business development background, with 8+ years of enterprise selling experience
Possess executive maturity, presence and experience in building trust with CXO/Decision makers and articulating business value to key decision makers
Experience in leading and driving the entire sales cycle, orchestrating virtual selling teams where necessary, leveraging repeatable offerings that maximize revenue and increase customer satisfaction
Experience operating autonomously across multiple teams, demonstrated critical thinking, and thought leadership
Analytical and problem-solving experience with large-scale systems
Bachelor’s degree or equivalent work experience
Industry Knowledge in CPG/FMCG, D2C verticals",N/A,N/A,https://rr.jobsyn.org/559F3D1CA60D435D835DC4E53FE0608D10
"ASIC Engineer, Accelerator Systems","Bangalore, IND",Posted 45 days ago,Summary:,"Design, develop, and maintain Linux device drivers/kernel modules, user-space drivers, user-space libraries and APIs, system services and daemons to support the ASIC
Develop diagnostics tools to troubleshoot and debug issues with the ASIC and related software components
Optimize and benchmark the performance of the ASIC and related software components
Collaborate with hardware engineers to understand the ASIC architecture and design
Collaborate with software engineers to integrate the ASIC into the overall software stack
Participate in code reviews and contribute to the development of best practices
Stay up-to-date with the latest developments in Linux kernel development and related technologies
BS/MS in Computer Science or a related field
5+ years of experience in Linux systems development
Strong knowledge of C and C++ programming languages
Experience of developing diagnostic/telemetry tools and RAS features
Experience with Linux kernel internals, device drivers, and kernel modules
Experience with user-space driver development and API design
Knowledge of computer architecture and hardware design principles
Experience with performance optimization and benchmarking
Excellent problem-solving skills and ability to work independently
Strong written and verbal communication skills
Experience with AI accelerator ASICs
Experience with continuous integration and continuous deployment (CI/CD) pipelines
Experience with performance optimization and benchmarking
Experience of developing RAS features for a product",N/A,N/A,https://rr.jobsyn.org/E8A188B70896438B97DF4D2561B44B3010
"Creative Strategist, India","Bangalore, IND",Posted 53 days ago,Summary:,"Increase the creative sophistication and product adoption through scaled solutions and initiatives.
Work closely with sales and cross functional teams to understand the needs of our book of business and develop solutions to address them.
Inspires the industry by representing Creative Shop and Meta at events in the market.
Contribute to Creative Shop’s workstreams and programs through strategy and executional content development at a global level.
Own sales relationships within your market and tier of business.
Self-motivated and can work independently.
Fluent in English
Fluent in all aspects of Facebook, from the massive reach to mobile and video best practices
Fluent in all aspects of Instagram, from the creative community to creativity
Articulate with critique of both strategic approach and aesthetic execution
Experience in storytelling, verbal and written communications skills
Can think big and apply that at scale to a wide range of opportunities.
Data fluency – you are happy getting your hands dirty with data, measurement and you are willing to learn new tools and distill creative and performance data into unique insights
Entrepreneurial – this team is inventing everyday and it takes tenacity and bravery to see the big opportunities to thrive
Strategic – Experience and understanding of brand and performance marketing and how to build brilliant strategies across multiple verticals
A passion for people and desire to uncover consumer behavior, to help our global clients connect with customers in an impactful way
Experience in bringing ideas to life with Keynote and PowerPoint. Experience with InDesign, Illustrator, Photoshop a plus.
3+ years of experience in brand marketing/advertising
Interest and experience working with AI tools and new technologies preferred",N/A,N/A,https://rr.jobsyn.org/DC6C2197F0FC4329ABCA0440A55A8F6010
"Creative Strategist, India","Gurgaon, IND",Posted 53 days ago,Summary:,"Increase the creative sophistication and product adoption through scaled solutions and initiatives.
Work closely with sales and cross functional teams to understand the needs of our book of business and develop solutions to address them.
Inspires the industry by representing Creative Shop and Meta at events in the market.
Contribute to Creative Shop’s workstreams and programs through strategy and executional content development at a global level.
Own sales relationships within your market and tier of business.
Self-motivated and can work independently.
Fluent in English
Fluent in all aspects of Facebook, from the massive reach to mobile and video best practices
Fluent in all aspects of Instagram, from the creative community to creativity
Articulate with critique of both strategic approach and aesthetic execution
Experience in storytelling, verbal and written communications skills
Can think big and apply that at scale to a wide range of opportunities.
Data fluency – you are happy getting your hands dirty with data, measurement and you are willing to learn new tools and distill creative and performance data into unique insights
Entrepreneurial – this team is inventing everyday and it takes tenacity and bravery to see the big opportunities to thrive
Strategic – Experience and understanding of brand and performance marketing and how to build brilliant strategies across multiple verticals
A passion for people and desire to uncover consumer behavior, to help our global clients connect with customers in an impactful way
Experience in bringing ideas to life with Keynote and PowerPoint. Experience with InDesign, Illustrator, Photoshop a plus.
3+ years of experience in brand marketing/advertising
Interest and experience working with AI tools and new technologies preferred",N/A,N/A,https://rr.jobsyn.org/A429DE0A6CAC46ADACA173ABB188A0C510
"Creative Strategist, India","Mumbai, IND",Posted 53 days ago,Summary:,"Increase the creative sophistication and product adoption through scaled solutions and initiatives.
Work closely with sales and cross functional teams to understand the needs of our book of business and develop solutions to address them.
Inspires the industry by representing Creative Shop and Meta at events in the market.
Contribute to Creative Shop’s workstreams and programs through strategy and executional content development at a global level.
Own sales relationships within your market and tier of business.
Self-motivated and can work independently.
Fluent in English
Fluent in all aspects of Facebook, from the massive reach to mobile and video best practices
Fluent in all aspects of Instagram, from the creative community to creativity
Articulate with critique of both strategic approach and aesthetic execution
Experience in storytelling, verbal and written communications skills
Can think big and apply that at scale to a wide range of opportunities.
Data fluency – you are happy getting your hands dirty with data, measurement and you are willing to learn new tools and distill creative and performance data into unique insights
Entrepreneurial – this team is inventing everyday and it takes tenacity and bravery to see the big opportunities to thrive
Strategic – Experience and understanding of brand and performance marketing and how to build brilliant strategies across multiple verticals
A passion for people and desire to uncover consumer behavior, to help our global clients connect with customers in an impactful way
Experience in bringing ideas to life with Keynote and PowerPoint. Experience with InDesign, Illustrator, Photoshop a plus.
3+ years of experience in brand marketing/advertising
Interest and experience working with AI tools and new technologies preferred",N/A,N/A,https://rr.jobsyn.org/4A79BA661AF14FE8A482568EF166FE6A10
Business Messaging Specialist,"Mumbai, IND",Posted 55 days ago,Summary:,"Develops compelling, value-proposition presentations (e.g. with the use of business cases) and specialized business plans for customers that drive business outcomes. Demonstrates thought leadership and presents business plans to customers to generate new opportunities.
Builds relationships with CXO/decision makers across business, technical, customer experience, marketing etc. to gain mindshare on WhatsApp as a strategic platform.
Develops a comprehensive understanding of customer's business needs and strategies and offers solutions on WhatsApp as a platform. Creates trust to influence for impact and acts as a trusted advisor to help the customer transform their business.
Develops strategies to manage pipelines and meet sales goals by reviewing forecasts, assessing and mitigating risks, and ensuring strategy alignment with business priorities. Leverages available solutions as well as engages partners to build new solutions for customers as per the business priorities of customers.
Actively seeks customer feedback (both formal and informal) of assigned accounts regarding ways to identify and understand the drivers of satisfaction and/or dissatisfaction. Engages Support & Engineering teams to address issues, determine the root cause of problems, remove blockers, and improve the customer's overall experience.
Work with client facing teams and cross-functional colleagues to gather client feedback to help influence product decisions Provides feedback to product and engineering teams to identify product gaps that can help open new, large markets
Work with in-market global Messaging teams to craft high impact scalable programs to deepen client relationships and drive incremental revenue growth. Delivers training and builds global playbooks/guides for clients regarding best practices around product implementation and solutions success. Work with Meta Leadership and cross-functional teams to develop strategies to scale client facing activities
Experience of sales and business development background, with 8+ years of enterprise selling experience
Possess executive maturity, presence and experience in building trust with CXO/Decision makers and articulating business value to key decision makers
Experience in leading and driving the entire sales cycle, orchestrating virtual selling teams where necessary, leveraging repeatable offerings that maximize revenue and increase customer satisfaction
Experience operating autonomously across multiple teams, demonstrated critical thinking, and thought leadership
Analytical and problem-solving experience with large-scale systems
Bachelor’s degree or equivalent work experience
Industry Knowledge in CPG/FMCG, D2C verticals",N/A,N/A,https://rr.jobsyn.org/4D6D9AF29B484A0BB2A8E07267DE374910
Logistics Asset Manager,"Bangalore, IND",Posted 59 days ago,Summary:,"Lead the ideation, technical development, implementation and or integration of innovative processes to support our growing product mix.
Own the end to end asset management process and systems for supported business streams
Support Regional/Country specific IT Logistics services as a service owner, including but not limited to operational oversight, governance, H&S adherence, service improvement, efficiency gains, risk management and mitigation, issue resolution, and overall service guidance for processes within your remit.
Establish shared vision across the company by building consensus on priorities leading to product execution
New business stream integration for your operation
Define and analyze metrics that inform the success of products and services
Drive process efficiency and automation consistently with a team of world-class engineers and designers
Identify the key levers that have the greatest impact on operational efficiencies
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm
Develop and maintain a well-coordinated internal relationship with key decision makers and with the wider enterprise organization
Ensure that all activities for own area of responsibility are performed in line with local tax and accounting policies and procedures
Advise stakeholders of supplier, market, commercial and contractual issues and risk
Establish, maintain and follow-up frame agreements with regional partners and suppliers
Cooperate across disciplines and departments at regional and global level
Perform a variety of supply chain tasks with awareness across cultural, geographic and political environments
Service owner for all internal/external audit requirements
Ensure Trade Compliance and related operational requirements
3+ years of supply chain experience, with focus on operational excellence, process improvement, inventory management, forward and reverse logistics
Experience with enterprise inventory management & ticketing systems
Experience optimizing supply chain processes to meet end customer service level agreement
Experience managing regionally and/or globally dispersed assets
Bachelor's Degree or equivalent experience
Experience of effectively communicating new concepts and ideas to a wide-range of partners and stakeholders
Experience of solving complex problems and embracing ambiguity to drive innovative and impactful solutions
Demonstrated experience in operational delivery and oversight
Focus on compliance, financial and security supply chain concepts
Experience in metrics evaluation and using data to drive decision making
Experience working within IT hardware asset management
Experience of working within a changing environment, and pivoting to the areas of greatest opportunity",N/A,N/A,https://rr.jobsyn.org/3FF77C47A9DE4288829BE3A18C2F99E410
Logistics Asset Manager,"Hyderabad, IND",Posted 59 days ago,Summary:,"Lead the ideation, technical development, implementation and or integration of innovative processes to support our growing product mix.
Own the end to end asset management process and systems for supported business streams
Support Regional/Country specific IT Logistics services as a service owner, including but not limited to operational oversight, governance, H&S adherence, service improvement, efficiency gains, risk management and mitigation, issue resolution, and overall service guidance for processes within your remit.
Establish shared vision across the company by building consensus on priorities leading to product execution
New business stream integration for your operation
Define and analyze metrics that inform the success of products and services
Drive process efficiency and automation consistently with a team of world-class engineers and designers
Identify the key levers that have the greatest impact on operational efficiencies
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm
Develop and maintain a well-coordinated internal relationship with key decision makers and with the wider enterprise organization
Ensure that all activities for own area of responsibility are performed in line with local tax and accounting policies and procedures
Advise stakeholders of supplier, market, commercial and contractual issues and risk
Establish, maintain and follow-up frame agreements with regional partners and suppliers
Cooperate across disciplines and departments at regional and global level
Perform a variety of supply chain tasks with awareness across cultural, geographic and political environments
Service owner for all internal/external audit requirements
Ensure Trade Compliance and related operational requirements
3+ years of supply chain experience, with focus on operational excellence, process improvement, inventory management, forward and reverse logistics
Experience with enterprise inventory management & ticketing systems
Experience optimizing supply chain processes to meet end customer service level agreement
Experience managing regionally and/or globally dispersed assets
Bachelor's Degree or equivalent experience
Experience of effectively communicating new concepts and ideas to a wide-range of partners and stakeholders
Experience of solving complex problems and embracing ambiguity to drive innovative and impactful solutions
Demonstrated experience in operational delivery and oversight
Focus on compliance, financial and security supply chain concepts
Experience in metrics evaluation and using data to drive decision making
Experience working within IT hardware asset management
Experience of working within a changing environment, and pivoting to the areas of greatest opportunity",N/A,N/A,https://rr.jobsyn.org/B28A0C0846944F06B4D6D65D2E34719A10
"Director, Data Protection Officer","Gurgaon, IND",Posted 61 days ago,Summary:,"Manage the relationship with India’s Data Protection Board/Ministry of Electronics and IT (MeitY) and oversee our relationship with other Data Protection Authorities in the AMET, Latin America, Canada and APAC regions.
Lead the partnership with key stakeholders to establish the processes by which the Global DPO will carry out its responsibilities. The office will advise on key decisions, assess the privacy compliance programs in place to comply with applicable laws, support escalations and respond to user and regulator inquiries. Key partner teams include legal, privacy operations, policy, and the Product Compliance and Privacy organization.
Provide strategic leadership within the Global DPO program on how we comply with our mandated responsibilities for the AMET, Latin America, Canada and APAC regions.
Provide oversight into how we execute against privacy law (India DPDP inclusive) mandated responsibilities for products and processes such as reviewing Data Protection Impact Assessments (DPIAs), Data Subject Rights (DSR) escalations, advising on privacy compliance and Drive accountability and key performance indicators to measure success and ensure that critical projects remain on track
manage dependencies, risks, and changes.
Anticipate bottlenecks, provide escalation management, and ensure user privacy is not compromised.
12+ years experience with compliance, program/project management, operations and/or strategy.
Experience with engaging with regulators and navigating complex relationships with external stakeholders.
Experience working within a product environment and partnering with cross-functional stakeholders, including legal, policy and product functions.
Experience with advising on compliance with data protection laws and privacy requirements.
Experience building and iterating on complex processes that require both process and change management.
Outstanding communicator with a track record of aligning cross-functional teams around a common goal.
Strong project management, problem solving, time-management and organizational skills, and the ability to set strategic priorities combined with a demonstrated aptitude of delivering operational results.
Ability to thrive in ambiguity in an ever-evolving regulatory environment while building new processes, maturing existing processes and driving standardization across teams and functions.
Knowledge of data protection and privacy requirements, preferable those applicable to a global tech company, and experience evaluating products or processes to ensure compliance with applicable requirements
Experience on implementing mandated requirements of the DPO/acting as DPO.",N/A,N/A,https://rr.jobsyn.org/B64AC289A932466DADF7E7540C8DC32C10
"ASIC Engineer, Design","Bangalore, IND",Posted 64 days ago,Summary:,"Architecture exploration
Micro-architecture development
RTL development using Verilog, System Verilog and HLS
Lint, CDC, Synthesis, & Power Optimization
Soft and hard IP identification, selection and integration
Collaboration with verification and emulation teams in test plan development and debug
Collaboration with implementation team to close the design on timing and power
15+ years of silicon development experience
Track record of first-pass success in ASIC Development
Experience with Verilog or System Verilog
Experience in one of these skills: Micro-architecture and RTL development for complex control and data path IPs, OR Experience in SoC Micro-architecture, Design and Integration, OR Implementation, Power methodology development
Experience working across multiple projects
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
Experience in data path development
Experience in CPU, NOC, Memory and Peripheral Subsystems
Experience in HLS
Experience with Synthesis, Timing Closure and Formal Verification Methodology
Experience with Power Analysis and Optimization
Experience with scripting languages (TCL, Python, Perl, Shell-scripting)",N/A,N/A,https://rr.jobsyn.org/12FCE2D3C52542FE83EBF290CF1D3C7910
